id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
2a81b1f2-0c14,3C6UR5DJXJG336718,46995,23192,A2367,2018,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,sterling automotive group,125 Southcity Parkway,Lafayette,LA,70503
3b8be174-5d4f,WMEAK00F35J185019,,153680,J185019,2005,smart,Fortwo,Base,Convertible,Car,,,,0.8,,wix auto finance,920 Fm 518,Kemah,TX,77565
e0785982-f5e5,SALSK25467A998985,9885,125680,ROV07S,2007,Land Rover,Range Rover Sport,HSE,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,all stars motors,7311 Mission Street,Daly City,CA,94014
c5efc5db-c33c,1GTP6FE16M1123464,,3673,GP373,2021,GMC,Canyon,AT4,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,richland cadillac,2601 W 2nd,Roswell,NM,88201
db643186-63cc,1GCPTDE17L1123534,44991,11298,L1123534J,2020,Chevrolet,Colorado,Z71,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,lithia vip,150 N. Bartlett St.,Medford,OR,97501
ba218fa7-8fec,3C6UR5DJ4LG155729,47989,49675,LG155729,2020,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,autonation ford east,28825 Euclid Ave,Wickliffe,OH,44092
f7ce0f5f-4ea0,1FBSS3BL8ADA61641,,127000,A61641,2010,Ford,E-Series Econoline Wagon,XLT,Passenger Van,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,perez autoplex,7963 Bellfort Avenue,Houston,TX,77061
f3d5006a-a194,ZHWUD4ZF3KLA12689,,10700,GC-MIR330,2019,Lamborghini,Huracan,Performante,Coupe,Car,4WD,Automatic,Premium Unleaded,5.2,V,rolls-royce motor cars gold coast,834 North Rush Street,Chicago,IL,60611
cde0b19f-14eb,4JGDF7DE8JB019539,59495,59942,MA428181A,2018,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,mercedes-benz of fort walton beach,1000 Beal Parkway Nw,Fort Walton Beach,FL,32547
7eb13c3f-0a46,KL8CB6S9XFC765755,10998,34998,141601A,2015,Chevrolet,Spark,LS,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,herb chambers honda in boston,720 Morrissey Boulevard,Boston,MA,2122
80f84ab1-711b,4JGDF7CE8DA227156,,,12158,2013,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,car emporium,7328 East Appleway Boulevard,Spokane,WA,99212
ca65b34d-7b60,WDDNG7EB8BA403716,33999,78862,AMS1030,2011,Mercedes-Benz,S-Class,S63 AMG,Sedan,Car,RWD,Automatic,Premium Unleaded,5.5,V,atlanta motorsports,10390 Alpharetta Street # 510,Roswell,GA,30075
e69c0451-61b8,WBA6B2C51ED129174,35990,20431,2000979257,2014,BMW,6 Series,650i,Coupe,Car,RWD,Automatic,Premium Unleaded,4.4,V,carvana kansas city,4691 Calle Joven,Oceanside,CA,92057
7c5f69c5-a58d,WDBSK77F27F119745,25500,75875,P2318.H6122,2007,Mercedes-Benz,SL-Class,SL600,Roadster,Car,RWD,Automatic,Premium Unleaded,5.5,V,grand tour garage,8777 Holiday Springs Road,Rockledge,FL,32955
67022a97-bc79,2GTEC13V871177775,13900,,313843,2007,GMC,Sierra Classic 1500,SL2,Pickup,Truck,RWD,Automatic,Unleaded,4.8,V,trans all auto & truck sales,7160 Edgewater Drive,Orlando,FL,32810
ba1bdba8-c9e9,5UXKR6C55J0U14447,52884,29702,XAB2044,2018,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,hendrick cadillac cary,101 Team Hendrick Way,Cary,NC,27511
77852ab0-c5f3,JHMZE2H58CS004535,,82746,13828A,2012,Honda,Insight,LX,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.3,I,first national fleet and lease,12800 Aurora Avenue North,Seattle,WA,98133
635e4914-3c44,3C6TR5EJ9JG247586,,24538,24870,2018,RAM,Ram 2500 Pickup,Power Wagon,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,phil long lincoln,1212 Motor City Drive,Colorado Springs,CO,80905
71dca0d4-2ea7,1GCPTEE19K1215880,46500,8324,M80695A,2019,Chevrolet,Colorado,ZR2,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,rick hendrick jeep chrysler dodge ram fiat,8333 Rivers Ave,Charleston,SC,29406
ae5eefec-ae80,ZHWUF5ZF9LLA14609,288516,2435,LLA14609,2020,Lamborghini,Huracan,EVO,Coupe,Car,4WD,Automatic,Premium Unleaded,5.2,V,lamborghini newport beach,44 Auto Center Drive,Irvine,CA,92618
f1930585-740e,4JGDF7EEXEA354389,48250,44290,EA354389,2014,Mercedes-Benz,GL-Class,GL63 AMG®,SUV,Truck,4WD,Automatic,Premium Unleaded,5.5,V,porsche tulsa,9393 S. Memorial Dr.,Tulsa,OK,74133
649a71e8-cc69,1FMJU2A53CEF05399,16490,116516,28154B,2012,Ford,Expedition,Limited,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,century auto and truck,214 South Main St Rte 5,East Windsor,CT,6088
8a7374b0-2a63,WUAVNAFG6CN001262,89995,39296,CN001262,2012,Audi,R8,Base,Convertible,Car,4WD,Automatic,Premium Unleaded,5.2,V,elite imports,9318 Cincinnati Columbus Road,West Chester,OH,45069
153ed477-979c,ML32F3FJ0KHF12540,,25419,8588,2019,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Automatic,Unleaded,1.2,I,springfield mitsubishi reading,3814 Pottsville Pike,Reading,PA,19605
031760d9-0094,1FTNE2EL1BDB28801,15699,27098,P18303,2011,Ford,E-Series Econoline Van,Commercial,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,honda of el cerrito,11755 San Pablo Ave,El Cerrito,CA,94530
1046eb2b-e4e9,1FMFK17527LA02896,,165952,B12795R,2007,Ford,Expedition,Eddie Bauer,SUV,Truck,RWD,Automatic,Unleaded,5.4,V,sole savers medford,401 E 4th St,Medford,OR,97501
dc987886-c4bf,4JGDF7CE8EA288315,21899,91036,G3353ARTL,2014,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,auto gallery mall of georgia,4135 Buford Drive,Buford,GA,30518
0db1621e-2e12,1C3ADEBZ5DV400179,104907,7714,JO21B033,2013,Dodge,Viper,GTS,Coupe,Car,RWD,Manual,Premium Unleaded,8.4,V,bmw of rochester,4250 W Henrietta Rd,Rochester,NY,14623
0fca5061-8c0b,3C6UR5DJXKG611019,45178,36516,P1201,2019,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,wischnewsky chrysler dodge jeep ram dealership,130 Ih 45 S,Huntsville,TX,77340
c9325561-cfa7,JHMAP21455S008263,30495,36031,5S008263,2005,Honda,S2000,Base,Roadster,Car,RWD,Manual,Premium Unleaded,2.2,I,autonation chrysler dodge jeep ram pembroke pines,13601 Pines Blvd,Pembroke Pines,FL,33027
e854c157-ce41,3C63R3AJ4JG103681,39299,48339,DP04668,2018,RAM,Ram 3500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,kunes ford lincoln of delavan,1234 E. Geneva Street,Delavan,WI,53115
174fe2ef-e1a3,4JGDF7CE7EA398255,,106116,2491A,2014,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,duncan family cadillac,269 South Roane Street,Harriman,TN,37748
166aca46-4801,3D7KS28C85G842901,22999,226682,21068A,2005,Dodge,Ram 2500 Pickup,SLT,Pickup,Truck,4WD,Manual,Diesel,5.9,I,crown auto world bristow,901 S Roland St,Bristow,OK,74010
326ad9ce-5678,WDDJK7DA8JF050059,79992,16740,JF050059,2018,Mercedes-Benz,SL Roadster,SL550,Roadster,Car,RWD,Automatic,Premium Unleaded,4.7,V,mercedes-benz of pembroke pines,14199 Pines Boulevard,Pembroke Pines,FL,33027
cf0ef8e0-825d,SCBBB7ZHXEC019832,139999,29400,8567,2014,Bentley,Mulsanne,Base,Sedan,Car,RWD,Automatic,Premium Unleaded,6.8,V,royal car center,3950 E Roosevelt Boulevard,Philadelphia,PA,19124
1d489596-0307,KL8CD6S99EC522298,9995,38486,C4309LA,2014,Chevrolet,Spark,1LT,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,fair oaks lincoln,2055 West Ogden Avenue,Naperville,IL,60540
3a5034f9-0fa4,WDDUG8FB3FA087986,53887,40195,FA087986P,2015,Mercedes-Benz,S-Class,S550,Sedan,Car,4WD,Automatic,Premium Unleaded,4.7,V,park avenue motor cars / mercedes-benz parts,1401 Town Road,Dresher,PA,19025
9ff7040c-4e65,3C6UR5FJ4FG627915,47785,49297,38084A,2015,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,valley auto group,1005 Ken Pratt Blvd,Longmont,CO,80501
415fda8d-9bcb,3B7KF23611G181075,28990,137976,7189,2001,Dodge,Ram Pickup,SLT,Pickup,Truck,4WD,Manual,Diesel,5.9,I,m & m investment cars,2774 North Hayden Island Drive,Portland,OR,97217
8a4de0b5-a0a2,WBA7F2C59JB238352,52999,38211,96532,2018,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,armen chevrolet,125 E Lancaster Ave,Ardmore,PA,19003
e22549d1-447f,1GCPTDE11G1197831,30629,60296,20183,2016,Chevrolet,Colorado,Z71,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,taz auto group,3590 North Carolina 87 S,Sanford,NC,27332
c9618183-55f8,ZAMGJ45A290042361,45977,33379,2361,2009,Maserati,GranTurismo,Base,Coupe,Car,RWD,Automatic,Premium Unleaded,4.2,V,kelly motorcars,2880 Bergey Road Q,Hatfield,PA,19440
4e22c6a8-6b15,WBA7F2C51JG423868,59987,26551,PB0272,2018,BMW,7 Series,ALPINA B7,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,hendrick chevrolet cary,100 Auto Mall Drive,Cary,NC,27511
6e3dbf13-d04c,MAJ3S2KE2LC313605,19950,6961,300355P,2020,Ford,Ecosport,Titanium,Crossover,Truck,FWD,Automatic,Unleaded,1,I,butler honda,2631 N Columbia St,Milledgeville,GA,31061
8c5bcf70-34dd,WBS6E9C57HG437447,56991,40527,B1636A,2017,BMW,M6 Gran Coupe,Base,Coupe,Car,RWD,Manual,Premium Unleaded,4.4,V,hendrick honda of charleston,1539 Savannah Highway,Charleston,SC,29407
c00de2a3-d66e,3C6UR5NJ2EG123492,40998,,33209ZA,2014,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,dave smith motors service,West Cameron Avenue,Kellogg,ID,83837
dde8f04c-ea36,5LMEU27A91LJ02071,5995,107027,CT1095B,2001,Lincoln,Navigator,Luxury,SUV,Truck,RWD,Automatic,Unleaded,5.4,V,gilchrist chevrolet buick gmc,6014 S Tacoma Way,Tacoma,WA,98409
c36ddb31-65af,3B7HF13Z0XG233738,,0,2998A,1999,Dodge,Ram Pickup,ST,Pickup,Truck,4WD,Manual,Unleaded,5.9,V,r & r auto group,388 Route 61s,Schuylkill Haven,PA,17972
c38dc9b0-03dc,3C6UR5CJ7EG173842,30529,111387,P3542A,2014,RAM,Ram 2500 Pickup,Power Wagon ST,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,lake norman hyundai,20520 Chartwell Center Drive,Cornelius,NC,28031
7ccd90a0-ee5d,3C6UR5DJ9JG257217,42999,66864,534039A,2018,RAM,Ram 2500 Pickup,Lone Star,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,allways chevrolet,102 S Front St,Mathis,TX,78368
3c9c28bc-1317,5UXCX6C04M9E70073,115995,2701,VP21012,2021,BMW,X7,M50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,rudolph mazda,5415 Desert Blvd,El Paso,TX,79932
91dc3cc0-5cf4,1FTWX31545EA33515,14966,102175,370591B,2005,Ford,F-350 Super Duty,XLT,Pickup,Truck,4WD,Automatic,Unleaded,5.4,V,darlings hyundai augusta,217 Old Winthrop Road,Augusta,ME,4330
7a163224-7fa9,1FMFU20508LA34886,6000,295690,6406,2008,Ford,Expedition,Limited,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,team hodges,2265 S M 76,West Branch,MI,48661
eceb49e8-6b5f,1FDSF34575ED12465,14788,125258,PCAD12465,2005,Ford,F-350 Super Duty Chassis Cab,XL,Pickup,Truck,RWD,Manual,Unleaded,5.4,V,mark wahlberg chevrolet of worthington,700 E. Dublin Granville Rd,Worthington,OH,43085
76612c0b-88d5,WMEEJ31XX9K326472,4777,86936,17738M,2009,smart,fortwo,pure,Hatchback,Car,RWD,Manual,Premium Unleaded,1,I,cumming chevrolet,2301 National City Blvd.,National City,CA,91950
75c6e1bd-bce7,WMEEJ3BA1DK683428,6990,83501,U683428,2013,smart,fortwo,passion,Coupe,Car,RWD,Automatic,Premium Unleaded,1,I,speck nissan,61 E Allen Road,Sunnyside,WA,98944
5036df3f-47dc,1G4HD57M69U147163,8995,58781,8069,2009,Buick,Lucerne,CXL,Sedan,Car,FWD,Automatic,E85 / Unleaded,3.9,V,tk auto sales,6904 E Sprague,Spokane,WA,99212
f47f5cde-47bf,1G1JF524627412202,,197548,2202,2002,Chevrolet,Cavalier,LS,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,auto connect,821 East 73Rd Avenue,Denver,CO,80229
9222ee5b-1557,1GNET16S146167795,6999,153000,PO1640,2004,Chevrolet,TrailBlazer,LS,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,bryant auto sales,220 East Main Street,Centralia,WA,98531
8a21879c-33fd,WBAFB33561LH23204,,128053,3124,2001,BMW,X5,Base,SUV,Truck,4WD,Automatic,Premium Unleaded / Unleaded,4.4,V,wilson auto sales,1130 Kietzke Ln.,Reno,NV,89502
5a39960b-2240,1GTHK33G15F877267,15989,55448,54158B,2005,GMC,Sierra 3500,Standard,Pickup,Truck,4WD,Automatic,Unleaded,8.1,V,greg hubler chevrolet,13895 State Rd 67 N,Camby,IN,46113
42eeb1cf-b0b4,3C63R3AJ9JG236078,,25123,P90660A,2018,RAM,Ram 3500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,key nissan of lebanon,51 Evans Drive,Lebanon,NH,3766
6198c1d6-6e41,5LMFU28R63LJ05960,8995,139555,J05960,2003,Lincoln,Navigator,Luxury,SUV,Truck,4WD,Automatic,Premium Unleaded,5.4,V,dave's economy auto center,9690 Southwest Canyon Road,Portland,OR,97225
7d42df96-4d2a,1GKDT13S332126541,4995,150453,9576B,2003,GMC,Envoy,SLT,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,anderson nissan,6555 East State Street,Rockford,IL,61108
ec311775-6176,WDDNG9EB9CA440660,22495,93752,DC120008,2012,Mercedes-Benz,S-Class,S550,Sedan,Car,4WD,Automatic,Premium Unleaded,4.7,V,auto member,911 Edwards Ferry Road Northeast,Leesburg,VA,20176
315fbc9b-2152,1B7GG22X7WS544055,6999,181310,544055,1998,Dodge,Dakota,Base,Pickup,Truck,4WD,Manual,Unleaded,3.9,V,auto credit sales,1425 Easton Rd,Warrington,PA,18976
51f14543-70cb,WP0AA2A98FS106655,89881,13712,10297UX,2015,Porsche,911,Carrera,Coupe,Car,4WD,Manual,Premium Unleaded,3.4,H,porsche ontario,2262 Inland Empire Blvd,Ontario,CA,91764
498214a6-ddda,ZACNJBC15LPL01104,33988,7112,61970,2020,Jeep,Renegade,Trailhawk,SUV,Truck,4WD,Automatic,Unleaded,1.3,I,mountain west auto,1220 Kietzke Ln,Reno,NV,89502
5d136f89-6df2,WDDNG7GB4CA464396,45900,27000,PL4473G,2012,Mercedes-Benz,S-Class,S600,Sedan,Car,RWD,Automatic,Premium Unleaded,5.5,V,hendrick chevrolet monroe,3112 Hwy 74 West,Monroe,NC,28110
57356bb1-5609,WDDJK7DA8JF054046,78523,24566,F054046A,2018,Mercedes-Benz,SL Roadster,SL550,Roadster,Car,RWD,Automatic,Premium Unleaded,4.7,V,mercedes-benz of nanuet,99 Route 304,Nanuet,NY,10954
60e8d781-1d61,JTHFN48YX40051023,22500,58000,,2004,Lexus,SC,430,Convertible,Car,RWD,Automatic,Premium Unleaded,4.3,V,tred,220 Nw 8th Ave,Portland,OR,97209
229cac2a-a0f9,4JGDF7CE9DA203903,19952,103628,DA203903,2013,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,mercedes-benz of houston north,17510 I-45 North Freeway,Houston,TX,77090
dfa27390-0918,1FMPU16596LB01679,,227294,B01679,2006,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,auto wrangler,1801 N Bryant Blvd,San Angelo,TX,76903
0518ba96-03c0,3C6UR5NJ0GG314105,47995,27955,VPG174,2016,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,ken nelson nissan,928 North Galena Ave,Dixon,IL,61021
6fb8521f-d681,1GCWGFCF1F1277445,24995,82404,3224,2015,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,five star auto sales,13738 Aurora Avenue North,Seattle,WA,98133
2bd32fc6-5ce1,MAJ3S2GE9KC253877,19980,9550,BS0008A,2019,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1,I,dahl ford davenport inc,1310 E Kimberly Rd,Davenport,IA,52807
80d5176f-1d02,WP0CB2A88DS132327,,20170,,2013,Porsche,Boxster,S,Roadster,Car,RWD,Manual,Premium Unleaded,3.4,H,"fawsitt motors, llc",5035 Beach Road H,Medina,OH,44256
8ae7986f-e1e2,1FAHP60A63Y107172,11990,109289,U7172,2003,Ford,Thunderbird,Deluxe,Convertible,Car,RWD,Automatic,Premium Unleaded,3.9,V,woolwine ford,3040 Highway 49,Collins,MS,39428
4a59944e-e845,KL8CB6S95EC495008,7525,92145,STK495008,2014,Chevrolet,Spark,LS,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,southtowne chevrolet buick gmc,695 Bullsboro Drive,Newnan,GA,30265
bedadaba-81bd,WDDUG8FBXEA020459,44995,20488,BB21193A,2014,Mercedes-Benz,S-Class,S550,Sedan,Car,4WD,Automatic,Premium Unleaded,4.7,V,towne bmw,8215 Main St,Williamsville,NY,14221
f71b53dc-a7bd,WMEFJ5DA6HK170291,,27736,HK170291NP,2017,smart,fortwo,pure,Coupe,Car,RWD,Manual,Premium Unleaded,0.9,I,lithia vip,150 N. Bartlett St.,Medford,OR,97501
78cba1cc-1732,5UXKU6C5XK0Z66932,66990,23025,69097KBJA,2019,BMW,X6,50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,f.c. kerbeck buick gmc,100 Rte 73 N,Palmyra,NJ,8065
e1b6176d-056c,1GKDT13S562299207,,,303733,2006,GMC,Envoy,SLT,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,ideal car solutions,3701 South Pennsylvania Ave,Oklahoma City,OK,73119
fc0c53f8-2b68,WUASNAFG1EN000994,116495,34404,EN000994P,2014,Audi,R8,Base,Convertible,Car,4WD,Automatic,Premium Unleaded,5.2,V,audi west covina,2016 E Garvey Ave S,West Covina,CA,91791
f194510a-a415,1FBSS31LX3HB82443,,223945,PD7608A,2003,Ford,E-Series Econoline Wagon,XL,Passenger Van,Truck,RWD,Automatic,Unleaded,5.4,V,titus-will used cars olympia,6504 Martin Way East,Olympia,WA,98516
226ce742-3d3b,MAJ3P1TEXJC196945,,57334,P14250,2018,Ford,Ecosport,SE,SUV,Truck,FWD,Automatic,Unleaded,1,I,sutton ford,21315 Central Avenue,Matteson,IL,60443
b9e23cc6-3cee,WMEFJ5DA9HK170107,9999,26625,HK170107P,2017,smart,fortwo,pure,Coupe,Car,RWD,Manual,Premium Unleaded,0.9,I,lithia vip,150 N. Bartlett St.,Medford,OR,97501
00bf195b-965d,WBAYF8C51DDE59348,22765,86320,DDE59348,2013,BMW,7 Series,750Li,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,crown mini of richmond,8712 W. Broad St.,Richmond,VA,23294
584202de-f616,WP0CA2992XS655749,23500,146318,JJ3398B,1999,Porsche,911,CARRERA,Convertible,Car,4WD,Manual,Premium Unleaded,3.4,H,jaguar indianapolis,4620 East 96Th Street,Indianapolis,IN,46240
f25d43db-5513,SALAG25438A448433,,52000,,2008,Land Rover,LR3,HSE,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,benz & beamer,Po Box 1865,Tustin,CA,92781
54a0116b-4448,1GCPTEE14K1224387,41490,36106,K1224387,2019,Chevrolet,Colorado,ZR2,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,atlanta luxury motors,1071 Cobb Pkwy Se,Marietta,GA,30060
910b4510-9207,WDDXK8CB9HA023941,89777,37130,P51394,2017,Mercedes-Benz,S-Class,S550,Convertible,Car,RWD,Automatic,Premium Unleaded,4.7,V,darrell waltrip buick gmc,1440 Murfreesboro Road,Franklin,TN,37067
2cb00b8d-beda,KL8CB6S92EC456568,8974,74860,L21G49B,2014,Chevrolet,Spark,LS,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,goldstein subaru,1754 Central Avenue,Albany,NY,12205
0738e4f0-6c61,1GCWGFBA1E1205603,16995,117928,C4188A,2014,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,currie motors ford of valpo,2052 Morthland Drive,Valparaiso,IN,46385
c43885ee-ff3e,WP1BB2AY9MDA46085,99990,2515,P21007,2021,Porsche,Cayenne Coupe,S,SUV,Truck,4WD,Automatic,Premium Unleaded,2.9,V,bmw of okemos,2777 Jolly Road,Okemos,MI,48864
dffc3ebc-c540,1FTWX31R18EB93150,18995,98150,29620,2008,Ford,F-350 Super Duty,XLT,Pickup,Truck,4WD,Automatic,Diesel,6.4,V,half price cars,18225 Highway 99,Lynnwood,WA,98037
1fe193b5-b533,4JGDF7DE1HA950318,56990,35229,HA950318,2017,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,autonation nissan pembroke pines,8890 Pines Blvd,Pembroke Pines,FL,33024
e9941db8-6a90,3C6UR5CJ5GG101234,31000,81310,GG101234P,2016,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,lithia vip,150 N. Bartlett St.,Medford,OR,97501
f6deb894-4be4,1GNEL19W3YB177725,,165810,9580010,2000,Chevrolet,Astro,Base,Minivan,Truck,4WD,Automatic,Unleaded,4.3,V,revvolution motorsports,1472 Saint Paul Avenue,Gurnee,IL,60031
ac8cd9a5-71e1,1D7KS28CX6J166208,15495,234277,166208,2006,Dodge,Ram 2500 Pickup,SLT,Pickup,Truck,4WD,Manual,Diesel,5.9,I,silk city auto mall,290 Pennsylvania Avenue #,Paterson,NJ,7503
a03d80f7-f28b,1GCPTEE12L1136522,47848,7556,SA7976,2020,Chevrolet,Colorado,ZR2,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,hendrick lexus kansas city,6935 W. Frontage Road,Merriam,KS,66203
aea2dd71-9438,5LMFU28589EJ02049,7693,209654,43276A,2009,Lincoln,Navigator,Base,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,dunning toyota ann arbor,3745 Jackson Road,Ann Arbor,MI,48103
ac99438b-0e47,WP0CA29911S653188,18900,58189,S653188,2001,Porsche,911,Carrera,Convertible,Car,RWD,Automatic,Premium Unleaded,3.4,H,best auto group,98-360 Kamehameha Hwy,Aiea,HI,96701
ae09d3d2-f16a,3C6UR5DJ1KG626119,41995,38684,X4017,2019,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,blasius south,280 Ferry Blvd.,Stratford,CT,6615
78a144c4-df41,5UXKR6C34H0U13685,43097,28011,20356016,2017,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,carmax cockeysville,10130 York Road,Cockeysville,MD,21030
808c4e2a-e2ef,1FMPU17525LA95513,,0,0,2005,Ford,Expedition,Eddie Bauer,SUV,Truck,RWD,Automatic,Unleaded,5.4,V,premium auto sales llc,3301 Gallatin Pike,Nashville,TN,37216
0094adb2-75ff,WDCYC7DF4DX207466,85900,30059,207466,2013,Mercedes-Benz,G-Class,G63 AMG®,SUV,Truck,4WD,Automatic,Premium Unleaded,5.5,V,foreign auto connect,1202 S. Walnut St.,Bloomington,IN,47401
db4c819c-a035,WBA7F0C53JGM23228,54977,40258,PN5679,2018,BMW,7 Series,750i,Sedan,Car,RWD,Automatic,Premium Unleaded,4.4,V,hendrick lexus kansas city,6935 W. Frontage Road,Merriam,KS,66203
b0fccb88-36b9,WP1AD2A2XDLA78549,35999,75282,W6987,2013,Porsche,Cayenne,GTS,SUV,Truck,4WD,Automatic,Premium Unleaded,4.8,V,a luxury autos,3350 S. State Rd 7,Miramar,FL,33023
98e32f0e-b5f6,5YMKW8C57J0Y74609,63192,39730,TJ0Y74609,2018,BMW,X6 M,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,audi flatirons,13321 West Midway Blvd,Broomfield,CO,80020
321ea6a1-a690,1G1AT58H097286819,7999,55304,CWT211758A,2009,Chevrolet,Cobalt,LT,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,west herr lincoln,2600 Millersport Highway,Getzville,NY,14068
312bbf0c-7bba,4JGBF7BE1BA632216,16998,124847,21T716A,2011,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,fox mazda,3538 29th St Se,Grand Rapids,MI,49512
c9b3fdf6-cc4b,2G1WW12E349269931,5995,127609,ET9926,2004,Chevrolet,Monte Carlo,LS,Coupe,Car,FWD,Automatic,Unleaded,3.4,V,extreme auto plaza,1453 E 14th St,Des Moines,IA,50316
5849858e-6029,1D7KS28C36J237149,,188572,D21615A2,2006,Dodge,Ram 2500 Pickup,SLT,Pickup,Truck,4WD,Manual,Diesel,5.9,I,milton dodge,6348 Highway 90 West,Milton,FL,32570
64cda12b-1895,1G2ZM551664165096,5977,150314,,2006,Pontiac,G6,GTP,Sedan,Car,FWD,Automatic,Unleaded,3.9,V,off-road automotive,1392 Denver Ave.,Fort Lupton,CO,80621
02d4b450-8cb0,3C7WR9CJ9GG128741,28890,159262,R21-54,2016,RAM,Ram 3500 Chassis Cab,Tradesman,Chassis Cab,Truck,4WD,Automatic,Unleaded,6.4,V,gross chrysler-dodge-jeep-ram of black river falls,1009 Commerce Drive,Black River Falls,WI,54615
a2aadef4-86b9,ZFF90HLA6K0240698,439900,2218,11092B,2019,Ferrari,488,Pista,Coupe,Car,RWD,Automatic,Premium Unleaded,3.9,V,the collection,200 Bird Rd,Miami,FL,33146
5d8df3fc-e073,1D7HL38N63S177520,6998,112070,F0219A,2003,Dodge,Dakota,Sport,Pickup,Truck,RWD,Automatic,Unleaded,4.7,V,hawk cadillac of joliet,2001 W. Jefferson Street,Joliet,IL,60435
29612ef0-41eb,3D7MS48C45G791272,19990,188794,21447B,2005,Dodge,Ram 3500 Pickup,SLT,Pickup,Truck,4WD,Manual,Diesel,5.9,I,denny menholt rapid chevrolet,2323 E. Mall Drive,Rapid City,SD,57701
